,Unnamed: 0,issued time,user id,districts,organizer id
462,462,2020-02-18 10:29:00,2832,longgang,2587
463,463,2020-02-18 10:29:00,2836,longgang,2587
464,464,2020-02-18 10:29:00,3000,longgang,2587
465,465,2020-02-18 10:29:00,3033,longgang,2587
466,466,2020-02-18 10:29:00,3058,longgang,2587
467,467,2020-02-18 10:29:00,3311,longgang,2587
468,468,2020-02-18 10:30:00,2853,shenshan,-1
469,469,2020-02-18 10:30:00,4821,shenshan,-1
470,470,2020-02-18 10:30:00,2590,futian,2346
471,471,2020-02-18 10:30:00,2753,futian,2346
472,472,2020-02-18 10:30:00,2825,futian,2346
473,473,2020-02-18 10:30:00,3293,futian,2346
474,474,2020-02-18 10:30:00,2923,futian,2346
475,475,2020-02-18 10:30:00,3052,futian,2346
476,476,2020-02-18 10:30:00,3101,futian,2346
477,477,2020-02-18 10:30:00,3140,futian,2346
478,478,2020-02-18 10:30:00,2877,futian,2346
479,479,2020-02-18 10:31:00,2890,longgang,2110
480,480,2020-02-18 10:31:00,2222,longgang,2110
481,481,2020-02-18 10:31:00,4674,futian,2607
482,482,2020-02-18 10:31:00,3755,futian,2607
483,483,2020-02-18 10:33:00,6865,longgang,2529
484,484,2020-02-18 10:34:00,15747,futian,2182
485,485,2020-02-18 10:34:00,2582,futian,2182
486,486,2020-02-18 10:34:00,15507,futian,2182
487,487,2020-02-18 10:34:00,15573,futian,2182
488,488,2020-02-18 10:34:00,15619,futian,2182
489,489,2020-02-18 10:34:00,15793,futian,2182
490,490,2020-02-18 10:34:00,15603,futian,2182
491,491,2020-02-18 10:34:00,16602,futian,2182
492,492,2020-02-18 10:34:00,16697,futian,2182
493,493,2020-02-18 10:34:00,3607,longgang,2110
494,494,2020-02-18 10:34:00,17185,futian,2182
495,495,2020-02-18 10:34:00,2964,longgang,2110
496,496,2020-02-18 10:34:00,3089,longgang,2110
497,497,2020-02-18 10:34:00,16091,futian,2182
498,498,2020-02-18 10:36:00,16185,futian,2154
499,499,2020-02-18 10:36:00,6954,futian,2154
500,500,2020-02-18 10:36:00,5315,futian,2154
501,501,2020-02-18 10:36:00,3182,futian,2154
502,502,2020-02-18 10:36:00,2732,futian,2154
503,503,2020-02-18 10:36:00,4155,longgang,2110
504,504,2020-02-18 10:36:00,3091,longgang,2110
505,505,2020-02-18 10:36:00,2869,longgang,2110
506,506,2020-02-18 10:37:00,2838,longgang,2105
507,507,2020-02-18 10:37:00,2900,longgang,2105
508,508,2020-02-18 10:38:00,6288,futian,693
509,509,2020-02-18 10:38:00,5093,futian,693
510,510,2020-02-18 10:38:00,2937,futian,693
511,511,2020-02-18 10:38:00,2908,futian,693
512,512,2020-02-18 10:39:00,2993,yantian,2165
