,Follower,Followee,Weight
2637,1787,1681,1
2638,1787,1701,1
2639,4305,1731,1
2640,6802,1752,1
2641,2781,1769,1
2642,2366,1782,1
2643,84649,1786,1
2644,1701,1787,1
2645,84649,1791,1
2646,1701,1795,1
2647,2721,1802,1
2648,84649,1806,1
2649,84649,1810,1
2650,3147,1848,1
2651,6852,1851,1
2652,2850,1859,1
2653,2731,1861,1
2654,2850,1862,1
2655,6995,1868,1
2656,2726,1874,1
2657,7513,1878,1
2658,2731,1882,1
2659,2619,1883,1
2660,2731,1884,1
2661,2780,1885,1
2662,6995,1887,1
2663,2178,1889,1
2664,1675,1893,1
2665,6852,1895,1
2666,2136,1896,1
2667,14610,1902,1
2668,7513,1916,1
2669,14610,1918,1
2670,1782,1923,1
2671,2530,1924,1
2672,2006,1925,1
2673,2006,1931,1
2674,1895,1932,1
2675,2684,1949,1
2676,5129,1966,1
2677,3147,1968,1
2678,5632,1974,1
2679,1981,1975,1
2680,2006,1977,1
2681,2236,1980,1
2682,2188,1981,1
2683,2006,1983,1
2684,2006,1988,1
2685,2188,1990,1
2686,2006,1991,1
2687,2006,1992,1
2688,2188,1995,1
2689,2006,1996,1
2690,2188,1997,1
2691,2780,1998,1
2692,2006,2003,1
2693,2006,2004,1
2694,2004,2006,1
2695,2004,2012,1
2696,2004,2013,1
2697,7319,2017,1
2698,6462,2023,1
2699,1570,2024,1
2700,1931,2027,1
2701,1931,2033,1
2702,1931,2034,1
2703,2731,2035,1
2704,2236,2045,1
2705,6995,2053,1
2706,6462,2057,1
2707,6184,2061,1
2708,2721,2068,1
2709,84649,2070,1
2710,2103,2072,1
2711,2369,2077,1
2712,2188,2078,1
2713,1931,2079,1
2714,2188,2084,1
2715,1570,2085,1
2716,10550,2087,1
2717,6462,2088,1
2718,1931,2092,1
2719,6929,2096,1
2720,1931,2099,1
2721,84649,2100,1
2722,6929,2103,1
2723,2188,2109,1
2724,2305,2118,1
2725,2188,2120,1
2726,4596,2129,1
2727,2850,2136,1
2728,2610,2138,1
2729,2188,2141,1
2730,2088,2142,1
2731,2118,2143,1
2732,2272,2148,1
2733,5376,2150,1
2734,84649,2155,1
2735,2088,2156,1
2736,10550,2157,1
2737,2088,2160,1
2738,10550,2167,1
2739,84649,2172,1
2740,2088,2176,1
2741,2088,2178,1
2742,3372,2179,1
2743,2806,2188,1
2744,4155,2194,1
2745,2088,2197,1
2746,3827,2205,1
2747,2266,2206,1
2748,2088,2207,1
2749,2212,2208,1
2750,2208,2212,1
2751,2088,2213,1
2752,2194,2219,1
2753,2088,2221,1
2754,2194,2222,1
2755,2103,2226,1
2756,2208,2228,1
2757,2103,2236,1
2758,2006,2237,1
2759,2208,2238,1
2760,2103,2242,1
2761,2176,2244,1
2762,1731,2246,1
2763,3091,2248,1
2764,2208,2254,1
2765,2103,2255,1
2766,4143,2260,1
2767,2206,2266,1
2768,2402,2270,1
2769,2384,2272,1
2770,2732,2277,1
2771,4305,2279,1
2772,84649,2280,1
2773,84649,2286,1
2774,2298,2287,1
2775,2266,2291,1
2776,3598,2298,1
2777,2118,2305,1
2778,2402,2309,1
2779,2781,2315,1
2780,2194,2318,1
2781,6944,2323,1
2782,3147,2330,1
2783,2206,2332,1
2784,2118,2335,1
2785,2780,2341,1
2786,2118,2342,1
2787,2780,2360,1
2788,84649,2363,1
2789,4687,2365,1
2790,1650,2366,1
2791,2272,2369,1
2792,84649,2380,1
2793,2272,2384,1
2794,8268,2391,1
2795,2270,2402,1
2796,2167,2404,1
2797,3288,2407,1
2798,7032,2408,1
2799,84649,2415,1
2800,2881,2416,1
2801,2881,2422,1
2802,2502,2423,1
2803,2148,2425,1
2804,2585,2430,1
2805,2585,2431,1
2806,2585,2436,1
2807,2585,2447,1
2808,2585,2450,1
2809,2585,2460,1
2810,3970,2467,1
2811,3349,2472,1
2812,3923,2475,1
2813,2781,2476,1
2814,2750,2479,1
2815,2610,2484,1
2816,2606,2485,1
2817,2781,2486,1
2818,3970,2489,1
2819,7319,2491,1
2820,2305,2495,1
2821,2781,2496,1
2822,4681,2500,1
2823,2423,2502,1
2824,6636,2505,1
2825,2543,2506,1
2826,2610,2507,1
2827,2788,2509,1
2828,3946,2511,1
2829,2604,2512,1
2830,2750,2514,1
2831,2781,2519,1
2832,2788,2523,1
2833,3840,2526,1
2834,2606,2530,1
2835,2720,2534,1
2836,2604,2543,1
2837,2606,2548,1
2838,4120,2562,1
2839,2780,2566,1
2840,3827,2568,1
2841,1896,2569,1
2842,2750,2571,1
2843,6636,2573,1
2844,84649,2574,1
2845,3970,2575,1
2846,2721,2576,1
2847,2781,2579,1
2848,4402,2582,1
2849,2212,2583,1
2850,6636,2585,1
2851,2753,2590,1
2852,5601,2591,1
2853,2641,2593,1
2854,889,2604,1
2855,2485,2606,1
2856,2507,2610,1
2857,2641,2618,1
2858,2061,2619,1
2859,2720,2623,1
2860,2618,2641,1
2861,3914,2651,1
2862,2618,2660,1
2863,2618,2661,1
2864,2780,2669,1
2865,2857,2670,1
2866,2709,2675,1
2867,6636,2678,1
2868,2750,2683,1
2869,2775,2684,1
2870,1787,2685,1
2871,2726,2686,1
2872,2857,2690,1
2873,2832,2703,1
2874,3144,2709,1
2875,2857,2710,1
2876,2832,2718,1
2877,2423,2720,1
2878,2576,2721,1
2879,3010,2726,1
2880,2530,2731,1
2881,3182,2732,1
2882,2576,2744,1
2883,2857,2745,1
2884,2514,2750,1
2885,3101,2753,1
2886,3372,2760,1
2887,3058,2770,1
2888,2732,2775,1
2889,3010,2780,1
2890,2506,2781,1
2891,2836,2783,1
2892,2194,2788,1
2893,2938,2792,1
2894,1997,2806,1
2895,3801,2817,1
2896,3140,2825,1
2897,3607,2831,1
2898,2836,2832,1
2899,2832,2836,1
2900,2775,2838,1
2901,2775,2842,1
2902,2136,2850,1
2903,2710,2857,1
2904,2721,2858,1
2905,2194,2859,1
2906,3283,2867,1
2907,2194,2869,1
2908,11147,2874,1
2909,2780,2876,1
2910,3140,2877,1
2911,6291,2881,1
2912,2194,2890,1
2913,2775,2900,1
2914,2775,2906,1
2915,84649,2908,1
2916,1681,2914,1
2917,2726,2916,1
2918,2792,2920,1
2919,2753,2923,1
2920,2720,2937,1
2921,2726,2938,1
2922,3157,2952,1
2923,2726,2957,1
2924,2194,2964,1
2925,2575,2974,1
2926,889,2978,1
2927,2726,2990,1
2928,84649,2993,1
2929,2832,3000,1
2930,2726,3010,1
2931,2957,3022,1
2932,2832,3033,1
2933,3667,3037,1
2934,1635,3045,1
2935,3101,3052,1
2936,2775,3055,1
2937,2770,3056,1
2938,2836,3058,1
2939,3801,3065,1
2940,2222,3089,1
2941,2222,3091,1
2942,3037,3095,1
2943,2753,3101,1
2944,3351,3105,1
2945,84649,3110,1
2946,84649,3122,1
2947,11147,3130,1
2948,2721,3134,1
2949,3956,3139,1
2950,2753,3140,1
2951,3372,3144,1
2952,3638,3147,1
2953,3384,3150,1
2954,2721,3151,1
2955,12746,3157,1
2956,84649,3161,1
2957,3667,3173,1
2958,3329,3176,1
2959,2775,3182,1
2960,3598,3188,1
2961,3667,3191,1
2962,3329,3195,1
2963,2726,3196,1
2964,2780,3199,1
2965,2593,3203,1
2966,84649,3214,1
2967,3286,3215,1
2968,3150,3220,1
2969,2721,3222,1
2970,3191,3243,1
2971,3946,3248,1
2972,2298,3262,1
2973,3191,3263,1
2974,3934,3270,1
2975,3473,3276,1
2976,3288,3277,1
2977,3286,3283,1
2978,3283,3286,1
2979,3277,3288,1
2980,2775,3292,1
2981,3140,3293,1
2982,4663,3303,1
2983,2775,3306,1
2984,3934,3307,1
2985,2703,3311,1
2986,2775,3321,1
2987,3945,3329,1
2988,2775,3339,1
2989,3946,3349,1
2990,4305,3351,1
2991,3144,3372,1
2992,3900,3374,1
2993,2775,3380,1
2994,3150,3384,1
2995,3946,3386,1
2996,4022,3394,1
2997,3934,3400,1
2998,4596,3406,1
2999,2775,3407,1
3000,2775,3409,1
3001,2775,3414,1
3002,84649,3417,1
3003,4594,3427,1
3004,4056,3429,1
3005,3394,3436,1
3006,3659,3444,1
3007,3427,3448,1
3008,3427,3449,1
3009,4022,3453,1
3010,3406,3463,1
3011,4022,3464,1
3012,3203,3466,1
3013,3659,3468,1
3014,3464,3469,1
3015,3276,3473,1
3016,3464,3477,1
3017,3144,3478,1
3018,4193,3479,1
3019,3288,3482,1
3020,3801,3483,1
3021,9397,3490,1
3022,3740,3493,1
3023,3473,3497,1
3024,3150,3501,1
3025,3473,3509,1
3026,3464,3513,1
3027,6872,3514,1
3028,3464,3520,1
3029,3464,3522,1
3030,3150,3530,1
3031,1675,3535,1
3032,2780,3542,1
3033,2780,3545,1
3034,4114,3550,1
3035,3464,3555,1
3036,6105,3566,1
3037,2780,3568,1
3038,2721,3570,1
3039,3605,3576,1
3040,2720,3577,1
3041,4022,3579,1
3042,3188,3582,1
3043,2780,3593,1
3044,84649,3594,1
3045,2226,3597,1
3046,2298,3598,1
3047,2305,3604,1
3048,3576,3605,1
3049,2831,3607,1
3050,3576,3614,1
3051,2226,3626,1
3052,2775,3630,1
3053,3329,3632,1
3054,12746,3633,1
3055,2330,3638,1
3056,3764,3641,1
3057,2721,3644,1
3058,2575,3655,1
3059,2226,3657,1
3060,3934,3659,1
3061,3191,3667,1
3062,2226,3674,1
3063,4594,3684,1
3064,2780,3720,1
3065,2726,3731,1
3066,18744,3732,1
3067,3276,3733,1
3068,11147,3734,1
3069,2226,3735,1
3070,3861,3740,1
3071,2576,3742,1
3072,2775,3743,1
3073,2780,3754,1
3074,2780,3755,1
3075,11147,3758,1
3076,3579,3764,1
3077,2780,3766,1
3078,2721,3772,1
3079,84649,3775,1
3080,6291,3776,1
3081,2780,3777,1
3082,4367,3782,1
3083,3801,3783,1
3084,2720,3787,1
3085,3946,3794,1
3086,4367,3801,1
3087,3938,3806,1
3088,3801,3816,1
3089,4056,3822,1
3090,11147,3824,1
3091,2205,3827,1
3092,2142,3834,1
3093,3946,3836,1
3094,4056,3840,1
3095,3801,3842,1
3096,2530,3843,1
3097,2775,3845,1
3098,6939,3846,1
3099,11147,3851,1
3100,2721,3853,1
3101,4594,3861,1
3102,11147,3877,1
3103,4307,3885,1
3104,11147,3886,1
3105,3473,3887,1
3106,4594,3900,1
3107,12746,3904,1
3108,2780,3909,1
3109,3801,3910,1
3110,3406,3914,1
3111,5690,3915,1
3112,2720,3917,1
3113,4437,3920,1
3114,545,3923,1
3115,2775,3928,1
3116,2780,3932,1
3117,3801,3934,1
3118,545,3938,1
3119,3329,3945,1
3120,6421,3946,1
3121,4492,3953,1
3122,11147,3956,1
3123,2726,3967,1
3124,2775,3969,1
3125,3655,3970,1
3126,5129,3974,1
3127,2678,3975,1
3128,2575,3987,1
3129,2780,3992,1
3130,2726,4015,1
3131,3394,4022,1
3132,11147,4030,1
3133,2188,4032,1
3134,4143,4033,1
3135,2120,4035,1
3136,11147,4041,1
3137,2260,4047,1
3138,6421,4053,1
3139,3923,4054,1
3140,4219,4056,1
3141,4022,4057,1
3142,3598,4062,1
3143,6654,4066,1
3144,11147,4072,1
3145,4143,4075,1
3146,4492,4078,1
3147,11147,4084,1
3148,2365,4086,1
3149,4056,4095,1
3150,3946,4100,1
3151,6111,4114,1
3152,10858,4120,1
3153,6111,4126,1
3154,6111,4127,1
3155,11147,4134,1
3156,4148,4143,1
3157,4143,4148,1
3158,2780,4150,1
3159,2890,4155,1
3160,84649,4170,1
3161,2780,4176,1
3162,2780,4185,1
3163,3479,4193,1
3164,2721,4197,1
3165,6111,4214,1
3166,3429,4219,1
3167,2720,4227,1
3168,2721,4230,1
3169,7915,4236,1
3170,2402,4244,1
3171,3822,4245,1
3172,3801,4252,1
3173,3946,4268,1
3174,4143,4269,1
3175,1997,4277,1
3176,2780,4282,1
3177,2618,4288,1
3178,2780,4297,1
3179,4193,4302,1
3180,3351,4305,1
3181,4219,4307,1
3182,84649,4308,1
3183,2726,4312,1
3184,18744,4331,1
3185,3351,4342,1
3186,545,4344,1
3187,3801,4367,1
3188,2266,4382,1
3189,2365,4387,1
3190,2606,4402,1
3191,2780,4405,1
3192,6187,4418,1
3193,6187,4433,1
3194,6111,4437,1
3195,18759,4481,1
3196,5482,4492,1
3197,4437,4509,1
3198,4367,4535,1
3199,3188,4546,1
3200,6187,4559,1
3201,3479,4563,1
3202,4687,4580,1
3203,3861,4594,1
3204,3191,4596,1
3205,7513,4605,1
3206,4367,4619,1
3207,6187,4648,1
3208,5482,4662,1
3209,2129,4663,1
3210,5296,4670,1
3211,2780,4674,1
3212,3288,4675,1
3213,2604,4676,1
3214,5589,4681,1
3215,4193,4686,1
3216,2365,4687,1
3217,3576,4696,1
3218,6636,4703,1
3219,6291,4708,1
3220,5296,4715,1
3221,4193,4723,1
3222,5296,4724,1
3223,5296,4728,1
3224,5296,4737,1
3225,5296,4738,1
3226,3288,4744,1
3227,5296,4774,1
3228,5296,4785,1
3229,5296,4787,1
3230,4687,4796,1
3231,6235,4803,1
3232,3946,4820,1
3233,2087,4826,1
3234,5589,4834,1
3235,5256,4892,1
3236,5256,4895,1
3237,3479,4902,1
3238,2775,4911,1
3239,2744,4935,1
3240,18744,4941,1
3241,2775,4996,1
3242,5589,5008,1
3243,11147,5020,1
3244,7399,5026,1
3245,84649,5093,1
3246,8268,5111,1
3247,10765,5129,1
3248,2732,5136,1
3249,5256,5162,1
3250,2721,5163,1
3251,5256,5164,1
3252,10765,5172,1
3253,2721,5179,1
3254,10765,5213,1
3255,2721,5215,1
3256,5285,5216,1
3257,2775,5220,1
3258,2530,5252,1
3259,5304,5256,1
3260,2103,5278,1
3261,6046,5285,1
3262,5256,5296,1
3263,2604,5303,1
3264,6249,5304,1
3265,13352,5315,1
3266,5285,5320,1
3267,11147,5326,1
3268,2720,5353,1
3269,5285,5373,1
3270,5304,5376,1
3271,5304,5382,1
3272,84649,5385,1
3273,6105,5419,1
3274,84649,5446,1
3275,3946,5480,1
3276,4492,5482,1
3277,5632,5589,1
3278,84649,5592,1
3279,5871,5595,1
3280,7970,5599,1
3281,5632,5601,1
3282,5720,5616,1
3283,5601,5632,1
3284,5706,5658,1
3285,84649,5668,1
3286,7399,5682,1
3287,3846,5690,1
3288,5871,5706,1
3289,5871,5720,1
3290,2726,5728,1
3291,4563,5750,1
3292,11147,5776,1
3293,2780,5800,1
3294,5026,5801,1
3295,5482,5861,1
3296,5706,5871,1
3297,11147,5892,1
3298,5595,5896,1
3299,4492,5917,1
3300,2744,5921,1
3301,2721,5952,1
3302,1570,5990,1
3303,3846,6017,1
3304,5285,6046,1
3305,11147,6071,1
3306,3566,6105,1
3307,4437,6111,1
3308,4437,6128,1
3309,2744,6157,1
3310,7970,6184,1
3311,5256,6187,1
3312,2721,6222,1
3313,6046,6235,1
3314,5304,6249,1
3315,2726,6266,1
3316,11147,6273,1
3317,5801,6284,1
3318,5026,6286,1
3319,1968,6288,1
3320,2573,6291,1
3321,3946,6305,1
3322,2720,6313,1
3323,11147,6343,1
3324,6377,6374,1
3325,6374,6377,1
3326,2088,6394,1
3327,12776,6406,1
3328,3946,6421,1
3329,6374,6441,1
3330,2088,6462,1
3331,5026,6463,1
3332,6377,6502,1
3333,2721,6514,1
3334,16062,6567,1
3335,2783,6599,1
3336,1570,6607,1
3337,6374,6609,1
3338,4193,6613,1
3339,2726,6626,1
3340,2726,6634,1
3341,6291,6636,1
3342,3851,6651,1
3343,4066,6654,1
3344,4066,6656,1
3345,2721,6668,1
3346,4066,6678,1
3347,84649,6717,1
3348,6377,6718,1
3349,2491,6734,1
3350,84649,6750,1
3351,4066,6751,1
3352,2726,6782,1
3353,2721,6800,1
3354,3147,6802,1
3355,6995,6819,1
3356,6995,6852,1
3357,2775,6865,1
3358,3566,6872,1
3359,3846,6884,1
3360,5129,6891,1
3361,2720,6924,1
3362,2236,6929,1
3363,3846,6939,1
3364,2408,6944,1
3365,2732,6954,1
3366,1895,6995,1
3367,3286,7015,1
3368,2619,7018,1
3369,2408,7032,1
3370,2408,7041,1
3371,2721,7091,1
3372,6111,7104,1
3373,6111,7158,1
3374,7398,7193,1
3375,2017,7319,1
3376,7398,7352,1
3377,7398,7370,1
3378,3846,7374,1
3379,6105,7376,1
3380,2236,7391,1
3381,7398,7394,1
3382,7394,7398,1
3383,6406,7399,1
3384,16062,7408,1
3385,7394,7430,1
3386,4605,7513,1
3387,4492,7610,1
3388,7018,7699,1
3389,2780,7742,1
3390,6374,7786,1
3391,2775,7787,1
3392,4492,7800,1
3393,2775,7802,1
3394,2720,7847,1
3395,4492,7882,1
3396,4687,7915,1
3397,2780,7960,1
3398,1883,7970,1
3399,7513,8128,1
3400,2867,8165,1
3401,4492,8268,1
3402,3349,8479,1
3403,9370,8672,1
3404,2726,8749,1
3405,4492,8779,1
3406,10062,8784,1
3407,84649,9210,1
3408,3576,9353,1
3409,10062,9370,1
3410,10062,9397,1
3411,4492,9576,1
3412,2726,9666,1
3413,2721,9859,1
3414,9370,10062,1
3415,10858,10147,1
3416,10944,10232,1
3417,10944,10333,1
3418,2167,10550,1
3419,14027,10765,1
3420,10944,10858,1
3421,10858,10944,1
3422,14027,11147,1
3423,2017,11579,1
3424,2726,12386,1
3425,3535,12444,1
3426,2952,12746,1
3427,5026,12776,1
3428,2775,12997,1
3429,5315,13352,1
3430,84649,13394,1
3431,2606,13815,1
3432,4072,14027,1
3433,4072,14149,1
3434,3283,14219,1
3435,4072,14286,1
3436,14027,14293,1
3437,14027,14599,1
3438,1895,14610,1
3439,14027,15217,1
3440,15619,15507,1
3441,15619,15573,1
3442,15619,15603,1
3443,15603,15619,1
3444,15603,15747,1
3445,15603,15793,1
3446,7408,16062,1
3447,15603,16091,1
3448,2732,16185,1
3449,15603,16602,1
3450,15603,16697,1
3451,15603,17185,1
3452,18744,18630,1
3453,18630,18744,1
3454,18630,18759,1
3455,2017,30779,1
3456,2017,30916,1
3457,2017,31035,1
3458,2017,31121,1
3459,2867,84649,1
3460,30779,48,1
3461,2775,331,1
3462,2775,344,1
3463,4100,365,1
3464,2781,403,1
3465,84649,475,1
3466,2781,498,1
3467,4382,508,1
3468,7915,545,1
3469,1782,554,1
3470,1782,573,1
3471,2780,611,1
3472,2780,612,1
3473,2781,652,1
3474,2732,694,1
3475,2726,724,1
3476,2781,757,1
3477,2781,769,1
3478,2780,830,1
3479,5303,889,1
3480,7391,972,1
3481,2775,1135,1
3482,2780,1175,1
3483,84649,1187,1
3484,84649,1351,1
3485,3904,1407,1
3486,2720,1462,1
3487,2781,1547,1
3488,2726,1570,1
3489,2775,1608,1
3490,4120,1619,1
3491,2914,1635,1
3492,6441,1637,1
3493,4100,1647,1
3494,2366,1650,1
3495,1654,1652,1
3496,1652,1654,1
3497,1652,1667,1
3498,1652,1670,1
3499,1652,1672,1
3500,1782,1675,1
3501,2780,1677,1
3502,1701,1681,1
3503,1681,1701,1
3504,3105,1731,1
3505,3147,1752,1
3506,2780,1769,1
3507,1675,1782,1
3508,2731,1786,1
3509,1681,1787,1
3510,2731,1791,1
3511,1787,1795,1
3512,2780,1802,1
3513,2731,1806,1
3514,2731,1810,1
3515,1752,1848,1
3516,6819,1851,1
3517,1896,1859,1
3518,2781,1861,1
3519,1896,1862,1
3520,14610,1868,1
3521,2781,1874,1
3522,84649,1878,1
3523,2781,1882,1
3524,7018,1883,1
3525,2781,1884,1
3526,2775,1885,1
3527,14610,1887,1
3528,2142,1889,1
3529,573,1893,1
3530,6819,1895,1
3531,2850,1896,1
3532,6852,1902,1
3533,84649,1916,1
3534,6852,1918,1
3535,3535,1923,1
3536,2731,1924,1
3537,2012,1925,1
3538,2012,1931,1
3539,14610,1932,1
3540,2731,1949,1
3541,4072,1966,1
3542,3638,1968,1
3543,5601,1974,1
3544,2141,1975,1
3545,2012,1977,1
3546,2226,1980,1
3547,2806,1981,1
3548,2012,1983,1
3549,2012,1988,1
3550,2806,1990,1
3551,2012,1991,1
3552,2012,1992,1
3553,2806,1995,1
3554,2012,1996,1
3555,2806,1997,1
3556,2775,1998,1
3557,2012,2003,1
3558,2012,2004,1
3559,2012,2006,1
3560,2006,2012,1
3561,2006,2013,1
3562,11579,2017,1
3563,2160,2023,1
3564,84649,2024,1
3565,1925,2027,1
3566,1925,2033,1
3567,1925,2034,1
3568,2783,2035,1
3569,2226,2045,1
3570,14610,2053,1
3571,2160,2057,1
3572,7018,2061,1
3573,2780,2068,1
3574,2732,2070,1
3575,6929,2072,1
3576,2384,2077,1
3577,2806,2078,1
3578,1925,2079,1
3579,2806,2084,1
3580,2731,2085,1
3581,2404,2087,1
3582,6394,2088,1
3583,1983,2092,1
3584,1980,2096,1
3585,1983,2099,1
3586,2731,2100,1
3587,1980,2103,1
3588,2806,2109,1
3589,3604,2118,1
3590,2806,2120,1
3591,4663,2129,1
3592,2569,2136,1
3593,84649,2138,1
3594,2806,2141,1
3595,6462,2142,1
3596,3604,2143,1
3597,2077,2148,1
3598,5382,2150,1
3599,2732,2155,1
3600,6462,2156,1
3601,2404,2157,1
3602,6462,2160,1
3603,2404,2167,1
3604,2732,2172,1
3605,6462,2176,1
3606,6462,2178,1
3607,2709,2179,1
3608,2141,2188,1
3609,2318,2194,1
3610,6462,2197,1
3611,3987,2205,1
3612,2291,2206,1
3613,6462,2207,1
3614,2228,2208,1
3615,2228,2212,1
3616,6462,2213,1
3617,2318,2219,1
3618,6462,2221,1
3619,2318,2222,1
3620,6929,2226,1
3621,2583,2228,1
3622,6929,2236,1
3623,2012,2237,1
3624,2583,2238,1
3625,6929,2242,1
3626,2142,2244,1
3627,3105,2246,1
3628,3089,2248,1
3629,2583,2254,1
3630,6929,2255,1
3631,4075,2260,1
3632,2291,2266,1
3633,84649,2270,1
3634,2077,2272,1
3635,2788,2277,1
3636,1731,2279,1
3637,2726,2280,1
3638,2781,2286,1
3639,3598,2287,1
3640,2206,2291,1
3641,3188,2298,1
3642,3604,2305,1
3643,84649,2309,1
3644,2780,2315,1
3645,4155,2318,1
3646,84649,2323,1
3647,1968,2330,1
3648,2291,2332,1
3649,3604,2335,1
3650,2775,2341,1
3651,3604,2342,1
3652,2775,2360,1
3653,2721,2363,1
3654,7915,2365,1
3655,3535,2366,1
3656,2077,2369,1
3657,2721,2380,1
3658,2077,2384,1
3659,7882,2391,1
3660,84649,2402,1
3661,10550,2404,1
3662,4744,2407,1
3663,2781,2408,1
3664,2780,2415,1
3665,4703,2416,1
3666,4703,2422,1
3667,2720,2423,1
3668,2077,2425,1
3669,2573,2430,1
3670,2573,2431,1
3671,2573,2436,1
3672,2573,2447,1
3673,2573,2450,1
3674,2573,2460,1
3675,3827,2467,1
3676,5480,2472,1
3677,3938,2475,1
3678,2780,2476,1
3679,84649,2479,1
3680,2685,2484,1
3681,2530,2485,1
3682,2780,2486,1
3683,3827,2489,1
3684,11579,2491,1
3685,3604,2495,1
3686,2780,2496,1
3687,5589,2500,1
3688,2720,2502,1
3689,6291,2505,1
3690,2978,2506,1
3691,2744,2507,1
3692,2781,2509,1
3693,6421,2511,1
3694,889,2512,1
3695,84649,2514,1
3696,2780,2519,1
3697,2781,2523,1
3698,2507,2526,1
3699,4402,2530,1
3700,2502,2534,1
3701,889,2543,1
3702,1924,2548,1
3703,10858,2562,1
3704,2775,2566,1
3705,3987,2568,1
3706,2850,2569,1
3707,84649,2571,1
3708,6291,2573,1
3709,2783,2574,1
3710,3827,2575,1
3711,6157,2576,1
3712,2780,2579,1
3713,2548,2582,1
3714,2208,2583,1
3715,6291,2585,1
3716,2877,2590,1
3717,5589,2591,1
3718,3203,2593,1
3719,5303,2604,1
3720,2731,2606,1
3721,2526,2610,1
3722,3203,2618,1
3723,7970,2619,1
3724,2502,2623,1
3725,3203,2641,1
3726,11147,2651,1
3727,2641,2660,1
3728,2641,2661,1
3729,2775,2669,1
3730,84649,2670,1
3731,3372,2675,1
3732,6291,2678,1
3733,84649,2683,1
3734,2732,2684,1
3735,1681,2685,1
3736,3010,2686,1
3737,2726,2690,1
3738,3058,2703,1
3739,3372,2709,1
3740,2726,2710,1
3741,3058,2718,1
3742,2502,2720,1
3743,6157,2721,1
3744,2990,2726,1
3745,4402,2731,1
3746,16185,2732,1
3747,6157,2744,1
3748,2726,2745,1
3749,84649,2750,1
3750,2877,2753,1
3751,2709,2760,1
3752,2836,2770,1
3753,3182,2775,1
3754,2990,2780,1
3755,2543,2781,1
3756,3000,2783,1
3757,3607,2788,1
3758,2686,2792,1
3759,2109,2806,1
3760,4367,2817,1
3761,2753,2825,1
3762,3089,2831,1
3763,3000,2832,1
3764,3000,2836,1
3765,2770,2838,1
3766,2770,2842,1
3767,1896,2850,1
3768,2726,2857,1
3769,2576,2858,1
3770,3607,2859,1
3771,3286,2867,1
3772,3607,2869,1
3773,10765,2874,1
3774,2775,2876,1
3775,2753,2877,1
3776,2678,2881,1
3777,3607,2890,1
3778,2770,2900,1
3779,2770,2906,1
3780,2720,2908,1
3781,1787,2914,1
3782,2781,2916,1
3783,2686,2920,1
3784,2877,2923,1
3785,2770,2937,1
3786,3010,2938,1
3787,3633,2952,1
3788,2781,2957,1
3789,3607,2964,1
3790,2489,2974,1
3791,2604,2978,1
3792,3010,2990,1
3793,2781,2993,1
3794,2836,3000,1
3795,2990,3010,1
3796,2916,3022,1
3797,2836,3033,1
3798,3191,3037,1
3799,1787,3045,1
3800,2753,3052,1
3801,2770,3055,1
3802,2760,3056,1
3803,3033,3058,1
3804,4367,3065,1
3805,2194,3089,1
3806,2194,3091,1
3807,4663,3095,1
3808,2877,3101,1
3809,1731,3105,1
3810,2726,3110,1
3811,2720,3122,1
3812,10765,3130,1
3813,2775,3134,1
3814,5776,3139,1
3815,2877,3140,1
3816,2709,3144,1
3817,1752,3147,1
3818,4708,3150,1
3819,2775,3151,1
3820,3904,3157,1
3821,2726,3161,1
3822,3191,3173,1
3823,84649,3176,1
3824,2732,3182,1
3825,4546,3188,1
3826,3406,3191,1
3827,84649,3195,1
3828,2775,3196,1
3829,2775,3199,1
3830,2618,3203,1
3831,2720,3214,1
3832,2867,3215,1
3833,4708,3220,1
3834,2775,3222,1
3835,3914,3243,1
3836,6421,3248,1
3837,3598,3262,1
3838,3914,3263,1
3839,3910,3270,1
3840,3733,3276,1
3841,4744,3277,1
3842,14219,3283,1
3843,14219,3286,1
3844,4744,3288,1
3845,2770,3292,1
3846,2753,3293,1
3847,4596,3303,1
3848,2770,3306,1
3849,3910,3307,1
3850,3058,3311,1
3851,2770,3321,1
3852,2726,3329,1
3853,2770,3339,1
3854,6421,3349,1
3855,1731,3351,1
3856,2709,3372,1
3857,3684,3374,1
3858,2770,3380,1
3859,4708,3384,1
3860,6421,3386,1
3861,3469,3394,1
3862,3910,3400,1
3863,3037,3406,1
3864,2770,3407,1
3865,2770,3409,1
3866,2770,3414,1
3867,2726,3417,1
3868,3861,3427,1
3869,4219,3429,1
3870,4022,3436,1
3871,4535,3444,1
3872,3861,3448,1
3873,3861,3449,1
3874,3764,3453,1
3875,4596,3463,1
3876,3764,3464,1
3877,2641,3466,1
3878,4535,3468,1
3879,3764,3469,1
3880,3733,3473,1
3881,3764,3477,1
3882,3372,3478,1
3883,4302,3479,1
3884,4675,3482,1
3885,4367,3483,1
3886,10062,3490,1
3887,3427,3493,1
3888,3733,3497,1
3889,4708,3501,1
3890,3733,3509,1
3891,3764,3513,1
3892,6105,3514,1
3893,3764,3520,1
3894,3764,3522,1
3895,4708,3530,1
3896,1650,3535,1
3897,2775,3542,1
3898,2775,3545,1
3899,4437,3550,1
3900,3764,3555,1
3901,3514,3566,1
3902,2775,3568,1
3903,2770,3570,1
3904,84649,3576,1
3905,2775,3577,1
3906,3764,3579,1
3907,3598,3582,1
3908,2775,3593,1
3909,2726,3594,1
3910,2255,3597,1
