,Follower,Followee,Weight
1361,2489,3827,1
1362,2088,3834,1
1363,2511,3836,1
1364,3885,3840,1
1365,2817,3842,1
1366,2548,3843,1
1367,2721,3845,1
1368,6017,3846,1
1369,1966,3851,1
1370,4015,3853,1
1371,3684,3861,1
1372,1966,3877,1
1373,3840,3885,1
1374,1966,3886,1
1375,3497,3887,1
1376,3684,3900,1
1377,1407,3904,1
1378,84649,3909,1
1379,2817,3910,1
1380,3463,3914,1
1381,7374,3915,1
1382,6222,3917,1
1383,4127,3920,1
1384,3938,3923,1
1385,2721,3928,1
1386,2726,3932,1
1387,2817,3934,1
1388,4344,3938,1
1389,3195,3945,1
1390,2511,3946,1
1391,4662,3953,1
1392,1966,3956,1
1393,4015,3967,1
1394,5800,3969,1
1395,3827,3970,1
1396,14286,3974,1
1397,5952,3975,1
1398,2467,3987,1
1399,2726,3992,1
1400,3853,4015,1
1401,3453,4022,1
1402,1966,4030,1
1403,2109,4032,1
1404,4047,4033,1
1405,2188,4035,1
1406,1966,4041,1
1407,4148,4047,1
1408,2511,4053,1
1409,3806,4054,1
1410,3885,4056,1
1411,3453,4057,1
1412,2298,4062,1
1413,6678,4066,1
1414,1966,4072,1
1415,4047,4075,1
1416,3953,4078,1
1417,1966,4084,1
1418,4387,4086,1
1419,3885,4095,1
1420,2511,4100,1
1421,4127,4114,1
1422,2562,4120,1
1423,4127,4126,1
1424,4214,4127,1
1425,6071,4134,1
1426,4269,4143,1
1427,4269,4148,1
1428,2876,4150,1
1429,3089,4155,1
1430,4230,4170,1
1431,84649,4176,1
1432,84649,4185,1
1433,4723,4193,1
1434,4230,4197,1
1435,4127,4214,1
1436,4056,4219,1
1437,7847,4227,1
1438,4197,4230,1
1439,4086,4236,1
1440,2309,4244,1
1441,4056,4245,1
1442,2817,4252,1
1443,2511,4268,1
1444,4047,4269,1
1445,4032,4277,1
1446,84649,4282,1
1447,3203,4288,1
1448,84649,4297,1
1449,4723,4302,1
1450,4342,4305,1
1451,3840,4307,1
1452,3594,4308,1
1453,1175,4312,1
1454,4941,4331,1
1455,2246,4342,1
1456,3938,4344,1
1457,2817,4367,1
1458,508,4382,1
1459,4580,4387,1
1460,5252,4402,1
1461,84649,4405,1
1462,4670,4418,1
1463,4670,4433,1
1464,4214,4437,1
1465,4331,4481,1
1466,3953,4492,1
1467,4214,4509,1
1468,2817,4535,1
1469,4062,4546,1
1470,4715,4559,1
1471,4723,4563,1
1472,4086,4580,1
1473,3684,4594,1
1474,3463,4596,1
1475,1878,4605,1
1476,2817,4619,1
1477,4715,4648,1
1478,3953,4662,1
1479,3263,4663,1
1480,4715,4670,1
1481,84649,4674,1
1482,3482,4675,1
1483,5303,4676,1
1484,5632,4681,1
1485,4723,4686,1
1486,4086,4687,1
1487,9353,4696,1
1488,2422,4703,1
1489,2422,4708,1
1490,5382,4715,1
1491,4563,4723,1
1492,5382,4724,1
1493,5382,4728,1
1494,5382,4737,1
1495,5382,4738,1
1496,3482,4744,1
1497,5382,4774,1
1498,5382,4785,1
1499,5382,4787,1
1500,4387,4796,1
1501,6046,4803,1
1502,2511,4820,1
1503,2167,4826,1
1504,5632,4834,1
1505,4418,4892,1
1506,4418,4895,1
1507,4193,4902,1
1508,2721,4911,1
1509,6157,4935,1
1510,3732,4941,1
1511,84649,4996,1
1512,4834,5008,1
1513,5129,5020,1
1514,5682,5026,1
1515,2937,5093,1
1516,2391,5111,1
1517,6071,5129,1
1518,3182,5136,1
1519,4715,5162,1
1520,3214,5163,1
1521,4715,5164,1
1522,6071,5172,1
1523,6924,5179,1
1524,6071,5213,1
1525,2576,5215,1
1526,4803,5216,1
1527,2721,5220,1
1528,2548,5252,1
1529,4715,5256,1
1530,972,5278,1
1531,5320,5285,1
1532,4715,5296,1
1533,2543,5303,1
1534,4715,5304,1
1535,7802,5315,1
1536,4803,5320,1
1537,6071,5326,1
1538,6924,5353,1
1539,4803,5373,1
1540,4715,5376,1
1541,4715,5382,1
1542,5446,5385,1
1543,6872,5419,1
1544,5385,5446,1
1545,2511,5480,1
1546,7800,5482,1
1547,2500,5589,1
1548,2363,5592,1
1549,5720,5595,1
1550,6184,5599,1
1551,2500,5601,1
1552,5595,5616,1
1553,2500,5632,1
1554,5720,5658,1
1555,5385,5668,1
1556,5026,5682,1
1557,6017,5690,1
1558,5720,5706,1
1559,5706,5720,1
1560,6222,5728,1
1561,4723,5750,1
1562,6071,5776,1
1563,3969,5800,1
1564,6463,5801,1
1565,5111,5861,1
1566,5720,5871,1
1567,6071,5892,1
1568,5720,5896,1
1569,5111,5917,1
1570,6157,5921,1
1571,3975,5952,1
1572,2024,5990,1
1573,5690,6017,1
1574,5320,6046,1
1575,4134,6071,1
1576,5419,6105,1
1577,4127,6111,1
1578,4127,6128,1
1579,4935,6157,1
1580,1883,6184,1
1581,4715,6187,1
1582,5728,6222,1
1583,5216,6235,1
1584,4715,6249,1
1585,3570,6266,1
1586,4134,6273,1
1587,6463,6284,1
1588,6463,6286,1
1589,3638,6288,1
1590,2430,6291,1
1591,2511,6305,1
1592,5952,6313,1
1593,4134,6343,1
1594,6502,6374,1
1595,6502,6377,1
1596,2221,6394,1
1597,6463,6406,1
1598,2511,6421,1
1599,6502,6441,1
1600,2221,6462,1
1601,5801,6463,1
1602,1637,6502,1
1603,1677,6514,1
1604,475,6567,1
1605,2509,6599,1
1606,5990,6607,1
1607,6502,6609,1
1608,4563,6613,1
1609,7091,6626,1
1610,7091,6634,1
1611,2430,6636,1
1612,3877,6651,1
1613,6678,6654,1
1614,6678,6656,1
1615,2068,6668,1
1616,6656,6678,1
1617,5446,6717,1
1618,1637,6718,1
1619,31121,6734,1
1620,6634,6750,1
1621,6656,6751,1
1622,1175,6782,1
1623,3787,6800,1
1624,3638,6802,1
1625,1887,6819,1
1626,1887,6852,1
1627,2721,6865,1
1628,5419,6872,1
1629,6017,6884,1
1630,10765,6891,1
1631,5179,6924,1
1632,972,6929,1
1633,6017,6939,1
1634,7041,6944,1
1635,7802,6954,1
1636,1887,6995,1
1637,14219,7015,1
1638,2061,7018,1
1639,6944,7032,1
1640,6944,7041,1
1641,6634,7091,1
1642,4127,7104,1
1643,4127,7158,1
1644,7370,7193,1
1645,31121,7319,1
1646,7370,7352,1
1647,7352,7370,1
1648,6017,7374,1
1649,6872,7376,1
1650,6929,7391,1
1651,7352,7394,1
1652,7352,7398,1
1653,5026,7399,1
1654,1351,7408,1
1655,7352,7430,1
1656,1878,7513,1
1657,3953,7610,1
1658,7970,7699,1
1659,84649,7742,1
1660,6502,7786,1
1661,84649,7787,1
1662,3953,7800,1
1663,3182,7802,1
1664,9859,7847,1
1665,3953,7882,1
1666,4580,7915,1
1667,84649,7960,1
1668,2061,7970,1
1669,1916,8128,1
1670,14219,8165,1
1671,3953,8268,1
1672,3248,8479,1
1673,3490,8672,1
1674,2876,8749,1
1675,3953,8779,1
1676,9370,8784,1
1677,5592,9210,1
1678,3614,9353,1
1679,8784,9370,1
1680,8784,9397,1
1681,3953,9576,1
1682,4197,9666,1
1683,7847,9859,1
1684,3490,10062,1
1685,2562,10147,1
1686,1619,10232,1
1687,1619,10333,1
1688,2157,10550,1
1689,3877,10765,1
1690,1619,10858,1
1691,1619,10944,1
1692,6891,11147,1
1693,31121,11579,1
1694,1677,12386,1
1695,1650,12444,1
1696,3904,12746,1
1697,6463,12776,1
1698,2721,12997,1
1699,16185,13352,1
1700,2415,13394,1
1701,4402,13815,1
1702,6891,14027,1
1703,6891,14149,1
1704,2867,14219,1
1705,6891,14286,1
1706,14286,14293,1
1707,14286,14599,1
1708,6995,14610,1
1709,14286,15217,1
1710,16697,15507,1
1711,15507,15573,1
1712,16697,15603,1
1713,16697,15619,1
1714,16697,15747,1
1715,16697,15793,1
1716,1351,16062,1
1717,16697,16091,1
1718,5136,16185,1
1719,16697,16602,1
1720,16602,16697,1
1721,16697,17185,1
1722,18759,18630,1
1723,18759,18744,1
1724,18744,18759,1
1725,11579,30779,1
1726,11579,30916,1
1727,11579,31035,1
1728,11579,31121,1
1729,14219,84649,1
1730,31035,48,1
1731,2726,331,1
1732,2781,344,1
1733,4053,365,1
1734,84649,403,1
1735,7408,475,1
1736,84649,498,1
1737,2206,508,1
1738,4086,545,1
1739,3535,554,1
1740,3535,573,1
1741,2726,611,1
1742,2726,612,1
1743,84649,652,1
1744,757,694,1
1745,13394,724,1
1746,769,757,1
1747,757,769,1
1748,2726,830,1
1749,2506,889,1
1750,3735,972,1
1751,2721,1135,1
1752,84649,1175,1
1753,2270,1187,1
1754,7408,1351,1
1755,12746,1407,1
1756,2423,1462,1
1757,3022,1547,1
1758,5990,1570,1
1759,2781,1608,1
1760,10944,1619,1
1761,1652,1635,1
1762,6374,1637,1
1763,4053,1647,1
1764,1782,1650,1
1765,1635,1652,1
1766,1635,1654,1
1767,1635,1667,1
1768,1635,1670,1
1769,1635,1672,1
1770,3535,1675,1
1771,84649,1677,1
1772,1635,1681,1
1773,1635,1701,1
1774,3351,1731,1
1775,1968,1752,1
1776,2731,1769,1
1777,3535,1782,1
1778,1874,1786,1
1779,1635,1787,1
1780,1786,1791,1
1781,1635,1795,1
1782,84649,1802,1
1783,1884,1806,1
1784,1786,1810,1
1785,6802,1848,1
1786,14610,1851,1
1787,2136,1859,1
1788,1884,1861,1
1789,2136,1862,1
1790,1932,1868,1
1791,1786,1874,1
1792,4605,1878,1
1793,1884,1882,1
1794,7970,1883,1
1795,1882,1884,1
1796,2781,1885,1
1797,1932,1887,1
1798,2176,1889,1
1799,1782,1893,1
1800,14610,1895,1
1801,1862,1896,1
1802,1895,1902,1
1803,4605,1916,1
1804,1895,1918,1
1805,1650,1923,1
1806,2606,1924,1
1807,2004,1925,1
1808,2004,1931,1
1809,1918,1932,1
1810,2077,1949,1
1811,14027,1966,1
1812,2330,1968,1
1813,2591,1974,1
1814,2188,1975,1
1815,2004,1977,1
1816,2072,1980,1
1817,4277,1981,1
1818,2004,1983,1
1819,2004,1988,1
1820,4277,1990,1
1821,2004,1991,1
1822,2004,1992,1
1823,4277,1995,1
1824,2004,1996,1
1825,4277,1997,1
1826,2781,1998,1
1827,2004,2003,1
1828,2003,2004,1
1829,2003,2006,1
1830,2003,2012,1
1831,2003,2013,1
1832,2491,2017,1
1833,2207,2023,1
1834,6607,2024,1
1835,1977,2027,1
1836,1977,2033,1
1837,1977,2034,1
1838,2077,2035,1
1839,2072,2045,1
1840,1932,2053,1
1841,2207,2057,1
1842,7699,2061,1
1843,84649,2068,1
1844,2100,2070,1
1845,2096,2072,1
1846,1949,2077,1
1847,4277,2078,1
1848,1977,2079,1
1849,4277,2084,1
1850,5990,2085,1
1851,2167,2087,1
1852,2023,2088,1
1853,1977,2092,1
1854,2103,2096,1
1855,1977,2099,1
1856,2172,2100,1
1857,2096,2103,1
1858,4277,2109,1
1859,2143,2118,1
1860,4277,2120,1
1861,3303,2129,1
1862,1862,2136,1
1863,2526,2138,1
1864,4277,2141,1
1865,2023,2142,1
1866,2305,2143,1
1867,2384,2148,1
1868,2129,2150,1
1869,2100,2155,1
1870,2023,2156,1
1871,4826,2157,1
1872,2023,2160,1
1873,4826,2167,1
1874,2100,2172,1
1875,2023,2176,1
1876,2023,2178,1
1877,3144,2179,1
1878,4277,2188,1
1879,3607,2194,1
1880,2023,2197,1
1881,3970,2205,1
1882,508,2206,1
1883,2023,2207,1
1884,2254,2208,1
1885,2254,2212,1
1886,2023,2213,1
1887,3607,2219,1
1888,2023,2221,1
1889,3607,2222,1
1890,2096,2226,1
1891,2212,2228,1
1892,2096,2236,1
1893,2004,2237,1
1894,2212,2238,1
1895,2096,2242,1
1896,2160,2244,1
1897,3351,2246,1
1898,2788,2248,1
1899,2212,2254,1
1900,2096,2255,1
1901,4148,2260,1
1902,508,2266,1
1903,4244,2270,1
1904,2425,2272,1
1905,2077,2277,1
1906,2246,2279,1
1907,3161,2280,1
1908,13394,2286,1
1909,4062,2287,1
1910,508,2291,1
1911,4062,2298,1
1912,2143,2305,1
1913,2270,2309,1
1914,2731,2315,1
1915,3607,2318,1
1916,2408,2323,1
1917,1752,2330,1
1918,2266,2332,1
1919,2305,2335,1
1920,2781,2341,1
1921,2305,2342,1
1922,2781,2360,1
1923,2380,2363,1
1924,4236,2365,1
1925,1923,2366,1
1926,2384,2369,1
1927,5592,2380,1
1928,2425,2384,1
1929,5861,2391,1
1930,4244,2402,1
1931,4826,2404,1
1932,3277,2407,1
1933,7041,2408,1
1934,724,2415,1
1935,6291,2416,1
1936,6291,2422,1
1937,2623,2423,1
1938,2369,2425,1
1939,4703,2430,1
1940,4703,2431,1
1941,4703,2436,1
1942,4703,2447,1
1943,4703,2450,1
1944,4703,2460,1
1945,2205,2467,1
1946,1647,2472,1
1947,4344,2475,1
1948,2731,2476,1
1949,2514,2479,1
1950,2526,2484,1
1951,2731,2485,1
1952,2726,2486,1
1953,2205,2489,1
1954,2017,2491,1
1955,2143,2495,1
1956,2726,2496,1
1957,4834,2500,1
1958,2623,2502,1
1959,2881,2505,1
1960,2781,2506,1
1961,2526,2507,1
1962,84649,2509,1
1963,4053,2511,1
1964,2506,2512,1
1965,2571,2514,1
1966,2726,2519,1
1967,84649,2523,1
1968,4095,2526,1
1969,3843,2530,1
1970,2423,2534,1
1971,2506,2543,1
1972,3843,2548,1
1973,10944,2562,1
1974,2781,2566,1
1975,3970,2568,1
1976,2136,2569,1
1977,2514,2571,1
1978,2881,2573,1
1979,757,2574,1
1980,2568,2575,1
1981,2744,2576,1
1982,2731,2579,1
1983,2731,2582,1
1984,2254,2583,1
1985,2881,2585,1
1986,3140,2590,1
1987,5632,2591,1
1988,2618,2593,1
1989,2506,2604,1
1990,2548,2606,1
1991,2138,2610,1
1992,2593,2618,1
1993,7699,2619,1
1994,2423,2623,1
1995,2593,2641,1
1996,3191,2651,1
1997,2593,2660,1
1998,2593,2661,1
1999,2781,2669,1
2000,2710,2670,1
2001,3144,2675,1
2002,2881,2678,1
2003,2514,2683,1
2004,6954,2684,1
2005,1701,2685,1
2006,2780,2686,1
2007,2710,2690,1
2008,2770,2703,1
2009,2760,2709,1
2010,2745,2710,1
2011,2770,2718,1
2012,2623,2720,1
2013,2744,2721,1
2014,2780,2726,1
2015,2606,2731,1
2016,2775,2732,1
2017,2721,2744,1
2018,2710,2745,1
2019,2571,2750,1
2020,3140,2753,1
2021,3144,2760,1
2022,2832,2770,1
2023,6954,2775,1
2024,2726,2780,1
2025,889,2781,1
2026,3311,2783,1
2027,2831,2788,1
2028,2780,2792,1
2029,2120,2806,1
2030,3782,2817,1
2031,3101,2825,1
2032,2194,2831,1
2033,3311,2832,1
2034,3311,2836,1
2035,2720,2838,1
2036,2780,2842,1
2037,1862,2850,1
2038,2745,2857,1
2039,2744,2858,1
2040,2831,2859,1
2041,3215,2867,1
2042,2831,2869,1
2043,5213,2874,1
2044,2781,2876,1
2045,3101,2877,1
2046,6636,2881,1
2047,2831,2890,1
2048,2721,2900,1
2049,2780,2906,1
2050,6288,2908,1
2051,1635,2914,1
2052,3022,2916,1
2053,2938,2920,1
2054,3101,2923,1
2055,6288,2937,1
2056,2792,2938,1
2057,12746,2952,1
2058,3022,2957,1
2059,2831,2964,1
2060,3655,2974,1
2061,2506,2978,1
2062,2792,2990,1
2063,3161,2993,1
2064,3058,3000,1
2065,2792,3010,1
2066,1547,3022,1
2067,3058,3033,1
2068,3914,3037,1
2069,1681,3045,1
2070,3140,3052,1
2071,2780,3055,1
2072,5658,3056,1
2073,2832,3058,1
2074,3782,3065,1
2075,2890,3089,1
2076,2890,3091,1
2077,2129,3095,1
2078,3140,3101,1
2079,4305,3105,1
2080,3731,3110,1
2081,3550,3122,1
2082,5213,3130,1
2083,84649,3134,1
2084,4785,3139,1
2085,3101,3140,1
2086,2760,3144,1
2087,1968,3147,1
2088,3530,3150,1
2089,84649,3151,1
2090,2952,3157,1
2091,2280,3161,1
2092,3914,3173,1
2093,3945,3176,1
2094,6954,3182,1
2095,2298,3188,1
2096,3914,3191,1
2097,3945,3195,1
2098,84649,3196,1
2099,2783,3199,1
2100,4288,3203,1
2101,3550,3214,1
2102,7015,3215,1
2103,3384,3220,1
2104,3975,3222,1
2105,3303,3243,1
2106,4053,3248,1
2107,3188,3262,1
2108,3303,3263,1
2109,2817,3270,1
2110,3887,3276,1
2111,3482,3277,1
2112,8165,3283,1
2113,8165,3286,1
2114,3482,3288,1
2115,2780,3292,1
2116,2923,3293,1
2117,2129,3303,1
2118,2780,3306,1
2119,2817,3307,1
2120,2770,3311,1
2121,2780,3321,1
2122,3176,3329,1
2123,2720,3339,1
2124,4053,3349,1
2125,2246,3351,1
2126,2760,3372,1
2127,3493,3374,1
2128,2721,3380,1
2129,3530,3384,1
2130,4053,3386,1
2131,3464,3394,1
2132,2817,3400,1
2133,3667,3406,1
2134,2781,3407,1
2135,2780,3409,1
2136,2781,3414,1
2137,3161,3417,1
2138,3374,3427,1
2139,4307,3429,1
2140,3464,3436,1
2141,4619,3444,1
2142,3374,3448,1
2143,3374,3449,1
2144,3464,3453,1
2145,3667,3463,1
2146,3579,3464,1
2147,2660,3466,1
2148,4619,3468,1
2149,3579,3469,1
2150,3887,3473,1
2151,3579,3477,1
2152,2760,3478,1
2153,4902,3479,1
2154,4744,3482,1
2155,3782,3483,1
2156,9370,3490,1
2157,3374,3493,1
2158,3276,3497,1
2159,3530,3501,1
2160,3276,3509,1
2161,3579,3513,1
2162,3566,3514,1
2163,3579,3520,1
2164,3579,3522,1
2165,3384,3530,1
2166,12444,3535,1
2167,2721,3542,1
2168,2721,3545,1
2169,3920,3550,1
2170,3579,3555,1
2171,6872,3566,1
2172,2721,3568,1
2173,84649,3570,1
2174,9353,3576,1
2175,84649,3577,1
2176,3464,3579,1
2177,2298,3582,1
2178,2781,3593,1
2179,3110,3594,1
2180,2236,3597,1
2181,4062,3598,1
2182,2342,3604,1
2183,9353,3605,1
2184,2890,3607,1
2185,3605,3614,1
2186,2236,3626,1
2187,2721,3630,1
2188,3945,3632,1
2189,2952,3633,1
2190,3147,3638,1
2191,3436,3641,1
2192,84649,3644,1
2193,2568,3655,1
2194,2236,3657,1
2195,2817,3659,1
2196,3303,3667,1
2197,2236,3674,1
2198,3374,3684,1
2199,2721,3720,1
2200,3594,3731,1
2201,18759,3732,1
2202,3887,3733,1
2203,5213,3734,1
2204,2236,3735,1
2205,3374,3740,1
2206,2744,3742,1
2207,2721,3743,1
2208,2721,3754,1
2209,2726,3755,1
2210,5213,3758,1
2211,3436,3764,1
2212,2726,3766,1
2213,84649,3772,1
2214,3967,3775,1
2215,2585,3776,1
2216,2783,3777,1
2217,3801,3782,1
2218,3782,3783,1
2219,84649,3787,1
2220,4053,3794,1
2221,3782,3801,1
2222,3923,3806,1
2223,3782,3816,1
2224,4307,3822,1
2225,5213,3824,1
2226,2575,3827,1
2227,2160,3834,1
2228,4053,3836,1
2229,4307,3840,1
2230,3782,3842,1
2231,2606,3843,1
2232,2780,3845,1
2233,3915,3846,1
2234,5213,3851,1
2235,3967,3853,1
2236,3374,3861,1
2237,5213,3877,1
2238,4219,3885,1
2239,5213,3886,1
2240,3276,3887,1
2241,3374,3900,1
2242,2952,3904,1
2243,2726,3909,1
2244,3782,3910,1
2245,3667,3914,1
2246,6017,3915,1
2247,84649,3917,1
2248,6111,3920,1
2249,2475,3923,1
2250,2780,3928,1
2251,2781,3932,1
2252,3782,3934,1
2253,2475,3938,1
2254,3176,3945,1
2255,4053,3946,1
2256,4078,3953,1
2257,5213,3956,1
2258,3853,3967,1
2259,2720,3969,1
2260,2467,3970,1
2261,14027,3974,1
2262,6313,3975,1
2263,3655,3987,1
2264,2781,3992,1
2265,3967,4015,1
2266,3464,4022,1
2267,5213,4030,1
2268,4277,4032,1
2269,4148,4033,1
2270,4032,4035,1
2271,5213,4041,1
2272,4143,4047,1
2273,3946,4053,1
2274,3938,4054,1
2275,4307,4056,1
2276,3464,4057,1
2277,3188,4062,1
2278,6656,4066,1
2279,5213,4072,1
2280,4148,4075,1
2281,4662,4078,1
2282,5213,4084,1
2283,4687,4086,1
2284,4307,4095,1
2285,4053,4100,1
2286,3920,4114,1
2287,10944,4120,1
2288,3920,4126,1
2289,3920,4127,1
2290,5213,4134,1
2291,4047,4143,1
2292,4047,4148,1
2293,2721,4150,1
2294,2831,4155,1
2295,9666,4170,1
2296,2726,4176,1
2297,2721,4185,1
2298,4902,4193,1
2299,9666,4197,1
2300,6128,4214,1
2301,4245,4219,1
2302,84649,4227,1
2303,9666,4230,1
2304,4687,4236,1
2305,2270,4244,1
2306,3429,4245,1
2307,3782,4252,1
2308,4053,4268,1
2309,4148,4269,1
2310,2120,4277,1
2311,2721,4282,1
2312,2593,4288,1
2313,2721,4297,1
2314,4902,4302,1
2315,2246,4305,1
2316,3885,4307,1
2317,3731,4308,1
2318,84649,4312,1
2319,18759,4331,1
2320,4305,4342,1
2321,2475,4344,1
2322,3782,4367,1
2323,2206,4382,1
2324,4687,4387,1
2325,2731,4402,1
2326,2721,4405,1
2327,5304,4418,1
2328,5304,4433,1
2329,6128,4437,1
2330,4941,4481,1
2331,4662,4492,1
2332,6111,4509,1
2333,3782,4535,1
2334,2298,4546,1
2335,5256,4559,1
2336,4902,4563,1
2337,4236,4580,1
2338,3740,4594,1
2339,3914,4596,1
2340,1916,4605,1
2341,3782,4619,1
2342,5256,4648,1
2343,4492,4662,1
2344,3303,4663,1
2345,5256,4670,1
2346,2721,4674,1
2347,3277,4675,1
2348,2506,4676,1
2349,4834,4681,1
2350,4902,4686,1
2351,4236,4687,1
2352,3605,4696,1
2353,2881,4703,1
2354,6636,4708,1
2355,5256,4715,1
2356,4902,4723,1
2357,5256,4724,1
2358,5256,4728,1
2359,5256,4737,1
2360,5256,4738,1
2361,3277,4744,1
2362,5256,4774,1
2363,5256,4785,1
2364,5256,4787,1
2365,4236,4796,1
2366,5285,4803,1
2367,4053,4820,1
2368,10550,4826,1
2369,4681,4834,1
2370,4648,4892,1
2371,4648,4895,1
2372,4686,4902,1
2373,2780,4911,1
2374,5921,4935,1
2375,18759,4941,1
2376,2721,4996,1
2377,4681,5008,1
2378,5213,5020,1
2379,12776,5026,1
2380,6288,5093,1
2381,5861,5111,1
2382,11147,5129,1
2383,13352,5136,1
2384,4648,5162,1
2385,3550,5163,1
2386,4648,5164,1
2387,11147,5172,1
2388,84649,5179,1
2389,11147,5213,1
2390,4935,5215,1
2391,6046,5216,1
2392,2780,5220,1
2393,2606,5252,1
2394,4648,5256,1
2395,2096,5278,1
2396,4803,5285,1
2397,5304,5296,1
2398,2506,5303,1
2399,4648,5304,1
2400,6954,5315,1
2401,6046,5320,1
2402,5213,5326,1
2403,84649,5353,1
2404,6046,5373,1
2405,4648,5376,1
2406,4648,5382,1
2407,5668,5385,1
2408,3566,5419,1
2409,5668,5446,1
2410,4053,5480,1
2411,4078,5482,1
2412,2591,5589,1
2413,2380,5592,1
2414,5706,5595,1
2415,2061,5599,1
2416,2591,5601,1
2417,5896,5616,1
2418,2591,5632,1
2419,5595,5658,1
2420,5446,5668,1
2421,12776,5682,1
2422,3915,5690,1
2423,5595,5706,1
2424,5595,5720,1
2425,84649,5728,1
2426,4902,5750,1
2427,5213,5776,1
2428,2721,5800,1
2429,12776,5801,1
2430,4078,5861,1
2431,5595,5871,1
2432,5213,5892,1
2433,5706,5896,1
2434,4662,5917,1
2435,4935,5921,1
2436,6313,5952,1
2437,2085,5990,1
2438,3915,6017,1
2439,4803,6046,1
2440,5213,6071,1
2441,6872,6105,1
2442,6128,6111,1
2443,4214,6128,1
2444,5921,6157,1
2445,2061,6184,1
2446,6249,6187,1
2447,84649,6222,1
2448,5320,6235,1
2449,4648,6249,1
2450,84649,6266,1
2451,5213,6273,1
2452,12776,6284,1
2453,5801,6286,1
2454,6802,6288,1
2455,2585,6291,1
2456,4053,6305,1
2457,3975,6313,1
2458,5213,6343,1
2459,1637,6374,1
2460,1637,6377,1
2461,2023,6394,1
2462,5801,6406,1
2463,4053,6421,1
2464,1637,6441,1
2465,2023,6462,1
2466,12776,6463,1
2467,6374,6502,1
2468,84649,6514,1
2469,7408,6567,1
2470,84649,6599,1
2471,2085,6607,1
2472,1637,6609,1
2473,4902,6613,1
2474,6634,6626,1
2475,6626,6634,1
2476,2585,6636,1
2477,15217,6651,1
2478,6656,6654,1
2479,6654,6656,1
2480,84649,6668,1
2481,6654,6678,1
2482,5668,6717,1
2483,6374,6718,1
2484,11579,6734,1
2485,6626,6750,1
2486,6654,6751,1
2487,84649,6782,1
2488,84649,6800,1
2489,1752,6802,1
2490,1932,6819,1
2491,1932,6852,1
2492,2780,6865,1
2493,6105,6872,1
2494,3915,6884,1
2495,14027,6891,1
2496,84649,6924,1
2497,2072,6929,1
2498,3915,6939,1
2499,7032,6944,1
2500,2775,6954,1
2501,1918,6995,1
2502,2867,7015,1
2503,7970,7018,1
2504,7041,7032,1
2505,7032,7041,1
2506,6626,7091,1
2507,3920,7104,1
2508,3920,7158,1
2509,7394,7193,1
2510,2491,7319,1
2511,7394,7352,1
2512,7394,7370,1
2513,5690,7374,1
2514,3566,7376,1
2515,2072,7391,1
2516,7370,7394,1
2517,7370,7398,1
2518,12776,7399,1
2519,475,7408,1
2520,7370,7430,1
2521,1916,7513,1
2522,4662,7610,1
2523,6184,7699,1
2524,2721,7742,1
2525,1637,7786,1
2526,2721,7787,1
2527,4662,7800,1
2528,6954,7802,1
2529,84649,7847,1
2530,4662,7882,1
2531,2365,7915,1
2532,2726,7960,1
2533,2619,7970,1
2534,4605,8128,1
2535,7015,8165,1
2536,4662,8268,1
2537,1647,8479,1
2538,8784,8672,1
2539,84649,8749,1
2540,4662,8779,1
2541,9397,8784,1
2542,2380,9210,1
2543,3605,9353,1
2544,9397,9370,1
2545,9370,9397,1
2546,4662,9576,1
2547,4230,9666,1
2548,84649,9859,1
2549,8784,10062,1
2550,10944,10147,1
2551,2562,10232,1
2552,2562,10333,1
2553,4826,10550,1
2554,14149,10765,1
2555,2562,10858,1
2556,2562,10944,1
2557,14149,11147,1
2558,2491,11579,1
2559,84649,12386,1
2560,1782,12444,1
2561,1407,12746,1
2562,5801,12776,1
2563,2780,12997,1
2564,6954,13352,1
2565,724,13394,1
2566,2731,13815,1
2567,5129,14027,1
2568,14027,14149,1
2569,8165,14219,1
2570,14027,14286,1
2571,14149,14293,1
2572,14149,14599,1
2573,1918,14610,1
2574,14149,15217,1
2575,15603,15507,1
2576,15603,15573,1
2577,15507,15603,1
2578,15507,15619,1
2579,15507,15747,1
2580,15507,15793,1
2581,475,16062,1
2582,15507,16091,1
2583,13352,16185,1
2584,15507,16602,1
2585,15507,16697,1
2586,15507,17185,1
2587,4481,18630,1
2588,4481,18744,1
2589,4481,18759,1
2590,2491,30779,1
2591,2491,30916,1
2592,2491,31035,1
2593,2491,31121,1
2594,7015,84649,1
2595,30916,48,1
2596,2780,331,1
2597,2780,344,1
2598,3946,365,1
2599,2726,403,1
2600,16062,475,1
2601,2726,498,1
2602,2291,508,1
2603,4236,545,1
2604,2366,554,1
2605,2366,573,1
2606,2781,611,1
2607,2781,612,1
2608,2726,652,1
2609,84649,694,1
2610,84649,724,1
2611,84649,757,1
2612,84649,769,1
2613,2781,830,1
2614,2604,889,1
2615,6929,972,1
2616,2780,1135,1
2617,2726,1175,1
2618,2402,1187,1
2619,16062,1351,1
2620,3157,1407,1
2621,2502,1462,1
2622,2726,1547,1
2623,2085,1570,1
2624,2780,1608,1
2625,10858,1619,1
2626,1654,1635,1
2627,6377,1637,1
2628,3946,1647,1
2629,3535,1650,1
2630,1787,1652,1
2631,1787,1654,1
2632,1787,1667,1
2633,1787,1670,1
2634,1787,1672,1
2635,2366,1675,1
2636,2783,1677,1
